shunt_voltage,bus_voltage_V,current_mA,power_mW,State,Attack
433,5.205,439,2300,idle,none
655,5.181,678,3040,charging,none
635,5.189,587,3400,charging,none
649,5.189,579,2980,idle,none
668,5.189,657,2820,charging,none
494,5.197,592,2980,charging,none
541,5.193,513,3120,charging,none
511,5.197,648,3120,charging,none
827,5.177,745,3860,charging,none
728,5.185,541,2780,charging,none
556,5.197,516,2920,charging,none
535,5.197,508,2660,idle,none
545,5.189,631,3080,charging,none
440,5.201,437,2400,idle,none
433,5.201,424,2200,idle,none
441,5.201,437,2460,idle,none
510,5.197,537,2980,charging,none
665,5.185,576,4560,charging,none
534,5.193,658,3120,charging,none
515,5.189,587,3740,charging,none
502,5.189,556,3340,charging,none
587,5.193,610,2980,charging,none
433,5.205,431,2260,idle,none
428,5.201,435,2200,idle,none
652,5.185,539,2920,charging,none
503,5.197,507,2620,idle,none
530,5.201,513,2680,idle,none
437,5.205,444,2300,idle,none
510,5.201,510,2660,idle,none
435,5.205,461,2260,idle,none
509,5.197,525,2720,idle,none
431,5.205,428,2260,idle,none
541,5.197,596,3020,charging,none
436,5.201,432,2360,idle,none
655,5.197,521,2560,charging,none
430,5.205,438,2220,idle,none
618,5.193,546,2660,charging,none
431,5.201,445,2360,idle,none
525,5.197,540,3140,charging,none
536,5.197,508,2660,idle,none
550,5.193,760,3380,charging,none
649,5.189,537,3120,charging,none
540,5.197,521,2760,charging,none
534,5.197,562,3220,charging,none
433,5.205,433,2260,idle,none
476,5.201,447,2320,idle,none
436,5.201,435,2260,idle,none
433,5.205,438,2320,idle,none
679,5.1770000000000005,680,3500,idle,syn-flood
916,5.165,985,4580,idle,syn-flood
1021,5.157,985,5080,idle,syn-flood
1062,5.1530000000000005,1112,5340,idle,syn-flood
861,5.1690000000000005,751,4560,idle,syn-flood
991,5.157,1055,5340,idle,syn-flood
687,5.181,743,3960,idle,syn-flood
970,5.1610000000000005,907,4720,idle,syn-flood
978,5.1610000000000005,935,4880,idle,syn-flood
877,5.1610000000000005,939,4840,idle,syn-flood
910,5.165,975,5120,idle,syn-flood
961,5.1610000000000005,1019,4760,idle,syn-flood
970,5.165,922,5240,idle,syn-flood
958,5.165,923,5120,idle,syn-flood
562,5.1930000000000005,516,3220,idle,syn-flood
1078,5.1530000000000005,1027,5760,idle,syn-flood
1008,5.1610000000000005,1055,4880,idle,syn-flood
959,5.165,934,5180,idle,syn-flood
1054,5.1530000000000005,1057,5540,idle,syn-flood
996,5.165,945,4820,idle,syn-flood
679,5.1850000000000005,695,3380,idle,syn-flood
967,5.1610000000000005,920,5040,idle,syn-flood
987,5.1610000000000005,999,5580,idle,syn-flood
958,5.1610000000000005,1041,4780,idle,syn-flood
930,5.165,946,5040,idle,syn-flood
975,5.165,903,4920,idle,syn-flood
571,5.189,505,2880,idle,syn-flood
863,5.1690000000000005,933,4880,idle,syn-flood
969,5.157,951,4980,idle,syn-flood
1078,5.157,999,4880,idle,syn-flood
948,5.157,989,4820,idle,syn-flood
981,5.1610000000000005,916,5280,idle,syn-flood
1007,5.1610000000000005,967,5400,idle,syn-flood
648,5.1770000000000005,644,3440,idle,syn-flood
729,5.1690000000000005,902,3960,idle,syn-flood
1024,5.1530000000000005,1042,5540,idle,syn-flood
1033,5.1530000000000005,1045,5240,idle,syn-flood
634,5.1850000000000005,514,2680,idle,syn-flood
954,5.165,1058,5340,idle,syn-flood
821,5.173,730,3740,idle,syn-flood
1002,5.1610000000000005,1022,4880,idle,syn-flood
910,5.1690000000000005,899,4520,idle,syn-flood
1028,5.157,947,4720,idle,syn-flood
1052,5.165,988,5180,idle,syn-flood
1162,5.157,1088,5600,idle,syn-flood
1024,5.157,975,5080,idle,syn-flood
906,5.1690000000000005,939,5120,idle,syn-flood
944,5.157,906,5040,idle,syn-flood
893,5.1690000000000005,906,4100,idle,syn-flood
944,5.165,914,5180,idle,syn-flood
959,5.1610000000000005,991,5180,idle,syn-flood
919,5.1610000000000005,886,5180,idle,syn-flood
914,5.1610000000000005,883,4560,idle,syn-flood
997,5.157,941,5240,idle,syn-flood
940,5.1610000000000005,909,4820,idle,syn-flood
947,5.1610000000000005,993,4980,idle,syn-flood
910,5.1610000000000005,955,5120,idle,syn-flood
990,5.1610000000000005,951,4920,idle,syn-flood
550,5.189,677,3300,idle,syn-flood
1006,5.1610000000000005,924,4840,idle,syn-flood
905,5.173,898,5040,idle,syn-flood
515,5.1930000000000005,565,2680,idle,syn-flood
964,5.165,1102,5540,idle,syn-flood
954,5.1610000000000005,976,4940,idle,syn-flood
786,5.1770000000000005,678,4100,idle,syn-flood
654,5.181,740,3400,idle,syn-flood
1030,5.1610000000000005,973,5020,idle,syn-flood
973,5.165,1041,5280,idle,syn-flood
1059,5.157,1048,5300,idle,syn-flood
966,5.165,950,5180,idle,syn-flood
850,5.165,975,4920,idle,syn-flood
892,5.1690000000000005,940,5400,idle,syn-flood
615,5.181,617,3280,idle,syn-flood
1048,5.157,1024,5480,idle,syn-flood
971,5.1610000000000005,1070,5140,idle,syn-flood
1094,5.157,951,5300,idle,syn-flood
954,5.1610000000000005,980,4940,idle,syn-flood
1038,5.1610000000000005,877,5080,idle,syn-flood
899,5.1610000000000005,954,4720,idle,syn-flood
961,5.1610000000000005,906,4680,idle,syn-flood
1027,5.1610000000000005,926,4580,idle,syn-flood
874,5.1690000000000005,957,4820,idle,syn-flood
997,5.1610000000000005,987,5140,idle,syn-flood
998,5.165,877,5140,idle,syn-flood
1016,5.157,996,5900,idle,syn-flood
1078,5.157,929,5600,idle,syn-flood
916,5.165,938,4720,idle,syn-flood
998,5.1610000000000005,955,5340,idle,syn-flood
953,5.1610000000000005,1014,5480,idle,syn-flood
889,5.165,913,4940,idle,syn-flood
596,5.1850000000000005,589,3680,idle,syn-flood
1048,5.1530000000000005,1018,4620,idle,syn-flood
948,5.165,1081,4400,idle,syn-flood
1124,5.1610000000000005,999,4660,idle,syn-flood
1036,5.157,1029,5960,idle,syn-flood
1028,5.1610000000000005,987,5380,idle,syn-flood
1034,5.1610000000000005,911,5240,idle,syn-flood
989,5.1610000000000005,1035,5340,idle,syn-flood
957,5.165,923,4820,idle,syn-flood
925,5.173,937,5020,idle,syn-flood
980,5.1610000000000005,966,4940,idle,syn-flood
768,5.173,957,4320,idle,syn-flood
906,5.1610000000000005,914,4980,idle,syn-flood
966,5.165,961,5020,idle,syn-flood
951,5.165,969,5080,idle,syn-flood
895,5.1610000000000005,1028,5040,idle,syn-flood
773,5.181,693,3740,idle,syn-flood
479,5.197,490,2720,idle,syn-flood
1057,5.1610000000000005,955,4680,idle,syn-flood
933,5.1610000000000005,953,5180,idle,syn-flood
888,5.1610000000000005,1002,4980,idle,syn-flood
1001,5.165,991,5340,idle,syn-flood
992,5.1610000000000005,1024,5220,idle,syn-flood
1037,5.1610000000000005,1024,4980,idle,syn-flood
907,5.1690000000000005,940,5140,idle,syn-flood
925,5.1610000000000005,910,4780,idle,syn-flood
1050,5.1610000000000005,986,4940,idle,syn-flood
878,5.1690000000000005,940,5280,idle,syn-flood
978,5.157,1016,4880,idle,syn-flood
924,5.1610000000000005,995,4620,idle,syn-flood
973,5.165,909,4880,idle,syn-flood
984,5.165,939,4840,idle,syn-flood
514,5.1850000000000005,651,3800,idle,syn-flood
513,5.197,487,2880,idle,syn-flood
538,5.1850000000000005,658,3400,idle,syn-flood
900,5.1690000000000005,943,5120,idle,syn-flood
979,5.1610000000000005,949,4760,idle,syn-flood
908,5.173,834,4560,idle,syn-flood
927,5.165,934,5040,idle,syn-flood
1033,5.157,966,4980,idle,syn-flood
971,5.165,948,4720,idle,syn-flood
916,5.1610000000000005,1004,4400,idle,syn-flood
940,5.1610000000000005,1167,5240,idle,syn-flood
947,5.1610000000000005,1056,5080,idle,syn-flood
958,5.1610000000000005,973,5500,idle,syn-flood
850,5.165,839,4220,idle,syn-flood
1000,5.1610000000000005,1058,4980,idle,syn-flood
875,5.1690000000000005,861,4680,idle,syn-flood
1001,5.165,957,4720,idle,syn-flood
935,5.157,1019,5240,idle,syn-flood
952,5.1610000000000005,946,4840,idle,syn-flood
904,5.1610000000000005,924,5240,idle,syn-flood
1068,5.165,968,4760,idle,syn-flood
1020,5.1610000000000005,1024,4620,idle,syn-flood
918,5.1610000000000005,1016,4460,idle,syn-flood
951,5.165,924,4980,idle,syn-flood
993,5.1530000000000005,1130,5340,idle,syn-flood
954,5.165,850,4220,idle,syn-flood
985,5.1610000000000005,1005,5380,idle,syn-flood
994,5.157,979,5020,idle,syn-flood
960,5.1610000000000005,929,4940,idle,syn-flood
1121,5.1610000000000005,972,5020,idle,syn-flood
1036,5.1610000000000005,997,4940,idle,syn-flood
909,5.173,807,4660,idle,syn-flood
762,5.181,709,3480,idle,syn-flood
979,5.165,997,4580,idle,syn-flood
618,5.181,805,4040,idle,syn-flood
984,5.1690000000000005,941,4940,idle,syn-flood
797,5.1770000000000005,697,4120,idle,syn-flood
511,5.1930000000000005,514,3120,idle,syn-flood
609,5.189,634,4060,idle,syn-flood
1034,5.1610000000000005,1085,5020,idle,syn-flood
787,5.1770000000000005,897,4720,idle,syn-flood
881,5.1610000000000005,961,5180,idle,syn-flood
958,5.165,867,4480,idle,syn-flood
1000,5.1610000000000005,897,5500,idle,syn-flood
813,5.181,892,4300,idle,syn-flood
1014,5.1610000000000005,966,4760,idle,syn-flood
1060,5.157,963,4980,idle,syn-flood
1003,5.1530000000000005,1040,5080,idle,syn-flood
925,5.1690000000000005,1031,4780,idle,syn-flood
885,5.165,928,4720,idle,syn-flood
1062,5.157,872,4980,idle,syn-flood
1002,5.1610000000000005,1027,4940,idle,syn-flood
923,5.157,953,4920,idle,syn-flood
907,5.1690000000000005,876,5080,idle,syn-flood
968,5.1610000000000005,948,5120,idle,syn-flood
896,5.1610000000000005,1078,5140,idle,syn-flood
1024,5.157,1066,5660,idle,syn-flood
1061,5.157,1020,5020,idle,syn-flood
1069,5.1530000000000005,1032,5220,idle,syn-flood
924,5.1610000000000005,1043,5140,idle,syn-flood
982,5.157,868,4720,idle,syn-flood
1006,5.1690000000000005,760,2820,idle,syn-flood
871,5.1610000000000005,1005,5300,idle,syn-flood
959,5.1610000000000005,991,5240,idle,syn-flood
1070,5.157,1033,5180,idle,syn-flood
1032,5.157,984,5340,idle,syn-flood
947,5.157,992,5120,idle,syn-flood
1025,5.1610000000000005,990,4840,idle,syn-flood
777,5.173,881,4460,idle,syn-flood
619,5.1850000000000005,522,2720,idle,syn-flood
1026,5.157,899,4520,idle,syn-flood
981,5.1610000000000005,860,5240,idle,syn-flood
999,5.157,914,4940,idle,syn-flood
1039,5.157,859,4780,idle,syn-flood
940,5.1610000000000005,953,4920,idle,syn-flood
666,5.1850000000000005,744,3680,idle,syn-flood
1002,5.1610000000000005,1028,5400,idle,syn-flood
583,5.189,679,3080,idle,syn-flood
997,5.157,1071,5240,idle,syn-flood
1075,5.1610000000000005,978,5220,idle,syn-flood
1038,5.165,942,4820,idle,syn-flood
1019,5.1610000000000005,994,5120,idle,syn-flood
1064,5.1610000000000005,973,5020,idle,syn-flood
962,5.1610000000000005,1002,4980,idle,syn-flood
525,5.1930000000000005,692,3760,idle,syn-flood
680,5.189,665,2660,idle,syn-flood
1036,5.1610000000000005,1019,4980,idle,syn-flood
938,5.157,967,4620,idle,syn-flood
941,5.1610000000000005,1043,5120,idle,syn-flood
981,5.1530000000000005,1050,5400,idle,syn-flood
1056,5.1610000000000005,1068,5120,idle,syn-flood
966,5.1610000000000005,962,5020,idle,syn-flood
902,5.157,1008,4460,idle,syn-flood
964,5.165,964,4940,idle,syn-flood
971,5.165,921,5020,idle,syn-flood
954,5.165,952,4880,idle,syn-flood
934,5.165,974,5080,idle,syn-flood
910,5.1610000000000005,984,5080,idle,syn-flood
1033,5.1530000000000005,1062,5640,idle,syn-flood
656,5.1770000000000005,657,3680,idle,syn-flood
970,5.1610000000000005,963,5120,idle,syn-flood
940,5.1610000000000005,952,4920,idle,syn-flood
776,5.173,812,4040,idle,syn-flood
936,5.165,1004,4920,idle,syn-flood
967,5.1610000000000005,939,4880,idle,syn-flood
921,5.165,1024,4980,idle,syn-flood
618,5.1850000000000005,519,3280,idle,syn-flood
1013,5.1610000000000005,937,4880,idle,syn-flood
806,5.165,969,4980,idle,syn-flood
650,5.1770000000000005,654,3380,idle,syn-flood
846,5.173,914,4400,idle,syn-flood
1090,5.165,948,5020,idle,syn-flood
474,5.1930000000000005,503,2460,idle,syn-flood
909,5.1610000000000005,997,5020,idle,syn-flood
760,5.1770000000000005,650,3340,idle,syn-flood
483,5.1930000000000005,477,2500,idle,syn-flood
1032,5.157,930,4720,idle,syn-flood
904,5.1610000000000005,921,5240,idle,syn-flood
1037,5.1610000000000005,880,4840,idle,syn-flood
897,5.165,975,4820,idle,syn-flood
1015,5.1610000000000005,964,4840,idle,syn-flood
968,5.1690000000000005,986,5080,idle,syn-flood
1132,5.1530000000000005,1106,5580,idle,syn-flood
1015,5.1610000000000005,945,5300,idle,syn-flood
923,5.165,901,4760,idle,syn-flood
1025,5.165,996,5080,idle,syn-flood
1009,5.157,955,4720,idle,syn-flood
943,5.1610000000000005,1038,5080,idle,syn-flood
483,5.1930000000000005,497,2620,idle,syn-flood
675,5.1850000000000005,634,2720,idle,syn-flood
998,5.157,983,4980,idle,syn-flood
981,5.157,958,5240,idle,syn-flood
1006,5.1610000000000005,958,4940,idle,syn-flood
1076,5.157,1139,5220,idle,syn-flood
962,5.1610000000000005,960,4780,idle,syn-flood
974,5.165,1011,5280,idle,syn-flood
720,5.181,893,4300,idle,syn-flood
891,5.1610000000000005,978,5040,idle,syn-flood
1019,5.1610000000000005,964,5300,idle,syn-flood
1022,5.1610000000000005,1032,5340,idle,syn-flood
1031,5.1530000000000005,1108,5300,idle,syn-flood
1014,5.165,824,4460,idle,syn-flood
1088,5.149,987,5020,idle,syn-flood
938,5.157,988,5040,idle,syn-flood
996,5.1610000000000005,994,5080,idle,syn-flood
1070,5.157,954,5080,idle,syn-flood
1087,5.1610000000000005,857,5180,idle,syn-flood
629,5.1850000000000005,644,3440,idle,syn-flood
976,5.1610000000000005,1038,4920,idle,syn-flood
938,5.1610000000000005,977,5040,idle,syn-flood
1015,5.165,922,4940,idle,syn-flood
671,5.1770000000000005,1057,5480,idle,syn-flood
1004,5.165,904,4680,idle,syn-flood
983,5.157,1068,5640,idle,syn-flood
957,5.165,968,4840,idle,syn-flood
987,5.157,994,4980,idle,syn-flood
604,5.1930000000000005,640,2680,idle,syn-flood
960,5.1610000000000005,1050,4840,idle,syn-flood
1050,5.157,852,5120,idle,syn-flood
886,5.165,953,5180,idle,syn-flood
943,5.1610000000000005,975,5400,idle,syn-flood
1050,5.157,1003,5120,idle,syn-flood
1016,5.157,1010,5340,idle,syn-flood
1000,5.1610000000000005,980,5240,idle,syn-flood
719,5.1770000000000005,666,3400,idle,syn-flood
984,5.1610000000000005,1038,4820,idle,syn-flood
961,5.165,969,5040,idle,syn-flood
1045,5.1530000000000005,1047,5120,idle,syn-flood
998,5.1610000000000005,1033,4780,idle,syn-flood
955,5.1610000000000005,960,5020,idle,syn-flood
1023,5.157,959,5440,idle,syn-flood
956,5.1610000000000005,996,5140,idle,syn-flood
924,5.1610000000000005,858,5180,idle,syn-flood
998,5.165,1005,5140,idle,syn-flood
983,5.1610000000000005,950,4820,idle,syn-flood
1017,5.157,1014,4820,idle,syn-flood
1067,5.1530000000000005,1143,5660,idle,syn-flood
999,5.157,1032,5940,idle,syn-flood
928,5.1610000000000005,916,4920,idle,syn-flood
1028,5.1530000000000005,1062,5220,idle,syn-flood
1019,5.1610000000000005,935,4760,idle,syn-flood
887,5.165,1058,5600,idle,syn-flood
925,5.165,1004,4780,idle,syn-flood
985,5.157,932,5020,idle,syn-flood
863,5.165,897,4620,idle,syn-flood
1020,5.157,1015,5240,idle,syn-flood
960,5.1610000000000005,1011,5240,idle,syn-flood
1052,5.157,993,5140,idle,syn-flood
1043,5.1770000000000005,801,4820,idle,syn-flood
878,5.1690000000000005,978,4940,idle,syn-flood
709,5.1770000000000005,784,3900,idle,syn-flood
979,5.1610000000000005,860,5040,idle,syn-flood
965,5.1610000000000005,1054,5180,idle,syn-flood
993,5.1610000000000005,902,4620,idle,syn-flood
862,5.1610000000000005,880,4560,idle,syn-flood
1058,5.157,997,5020,idle,syn-flood
1014,5.165,1017,5180,idle,syn-flood
929,5.1610000000000005,991,5280,idle,syn-flood
949,5.1610000000000005,939,4840,idle,syn-flood
914,5.1610000000000005,974,4940,idle,syn-flood
1051,5.157,949,5120,idle,syn-flood
657,5.1850000000000005,652,3400,idle,syn-flood
716,5.1770000000000005,987,4980,idle,syn-flood
1058,5.157,973,4980,idle,syn-flood
917,5.1610000000000005,904,5080,idle,syn-flood
934,5.1610000000000005,945,4880,idle,syn-flood
990,5.1610000000000005,1072,5280,idle,syn-flood
981,5.1610000000000005,960,4560,idle,syn-flood
711,5.173,729,3640,idle,syn-flood
1028,5.157,949,5240,idle,syn-flood
1030,5.1610000000000005,946,4920,idle,syn-flood
1060,5.157,904,5120,idle,syn-flood
961,5.1610000000000005,963,4680,idle,syn-flood
973,5.1610000000000005,885,5440,idle,syn-flood
947,5.1610000000000005,959,4940,idle,syn-flood
974,5.157,991,5040,idle,syn-flood
956,5.165,940,4780,idle,syn-flood
1058,5.1610000000000005,907,4840,idle,syn-flood
919,5.1610000000000005,930,4780,idle,syn-flood
582,5.1930000000000005,505,2980,idle,syn-flood
1014,5.1530000000000005,1024,5280,idle,syn-flood
1017,5.157,1141,5900,idle,syn-flood
1001,5.1610000000000005,986,4840,idle,syn-flood
881,5.173,753,3900,idle,syn-flood
520,5.189,519,2680,idle,syn-flood
972,5.1610000000000005,1015,5140,idle,syn-flood
975,5.1690000000000005,1067,5040,idle,syn-flood
1033,5.1610000000000005,958,4680,idle,syn-flood
919,5.1610000000000005,1025,5180,idle,syn-flood
1041,5.1610000000000005,1031,5580,idle,syn-flood
959,5.1610000000000005,1044,4820,idle,syn-flood
1019,5.157,967,5340,idle,syn-flood
987,5.1610000000000005,1042,5120,idle,syn-flood
962,5.1610000000000005,982,5440,idle,syn-flood
925,5.1610000000000005,917,5040,idle,syn-flood
985,5.165,935,5040,idle,syn-flood
1008,5.1530000000000005,1036,5300,idle,syn-flood
1002,5.1610000000000005,985,5120,idle,syn-flood
1045,5.157,860,4880,idle,syn-flood
1033,5.165,913,4760,idle,syn-flood
922,5.1610000000000005,989,5140,idle,syn-flood
940,5.157,1001,4760,idle,syn-flood
828,5.1690000000000005,640,3280,idle,syn-flood
485,5.197,482,2500,idle,syn-flood
947,5.1690000000000005,939,4880,idle,syn-flood
1011,5.157,922,5240,idle,syn-flood
1059,5.157,1025,5380,idle,syn-flood
988,5.1610000000000005,962,4980,idle,syn-flood
513,5.189,625,2980,idle,syn-flood
492,5.1850000000000005,677,3300,idle,syn-flood
954,5.165,988,5180,idle,syn-flood
886,5.165,862,4460,idle,syn-flood
937,5.165,869,5080,idle,syn-flood
813,5.165,1008,4920,idle,syn-flood
1050,5.1610000000000005,1057,5580,idle,syn-flood
1054,5.1610000000000005,1007,5400,idle,syn-flood
1022,5.165,985,5440,idle,syn-flood
731,5.1690000000000005,769,4000,idle,syn-flood
1000,5.165,964,4680,idle,syn-flood
1011,5.1610000000000005,931,4820,idle,syn-flood
1037,5.1530000000000005,1056,5280,idle,syn-flood
934,5.157,979,5040,idle,syn-flood
979,5.157,884,5180,idle,syn-flood
539,5.189,665,3380,idle,syn-flood
932,5.165,976,4780,idle,syn-flood
1000,5.165,930,5040,idle,syn-flood
1000,5.1610000000000005,975,4920,idle,syn-flood
986,5.1690000000000005,832,5140,idle,syn-flood
922,5.1610000000000005,1029,4880,idle,syn-flood
1015,5.1610000000000005,888,5080,idle,syn-flood
723,5.181,749,3760,idle,syn-flood
883,5.165,991,5500,idle,syn-flood
937,5.1690000000000005,845,4820,idle,syn-flood
844,5.165,998,4780,idle,syn-flood
483,5.197,491,2760,idle,syn-flood
805,5.1770000000000005,671,3480,idle,syn-flood
734,5.181,897,4420,idle,syn-flood
914,5.165,951,4940,idle,syn-flood
975,5.1610000000000005,985,4720,idle,syn-flood
968,5.173,783,4580,idle,syn-flood
677,5.189,637,2760,idle,syn-flood
945,5.1610000000000005,1122,5800,idle,syn-flood
918,5.1690000000000005,937,5340,idle,syn-flood
627,5.1850000000000005,755,4360,idle,syn-flood
969,5.1610000000000005,927,5240,idle,syn-flood
912,5.1610000000000005,923,4820,idle,syn-flood
1121,5.1530000000000005,941,5700,idle,syn-flood
818,5.1690000000000005,928,4720,idle,syn-flood
1008,5.1610000000000005,911,4880,idle,syn-flood
757,5.165,850,4400,idle,syn-flood
960,5.1610000000000005,950,5240,idle,syn-flood
998,5.165,923,4840,idle,syn-flood
918,5.1610000000000005,1003,5440,idle,syn-flood
958,5.1610000000000005,927,5140,idle,syn-flood
650,5.1850000000000005,663,3340,idle,syn-flood
920,5.165,910,4680,idle,syn-flood
994,5.1610000000000005,872,4920,idle,syn-flood
927,5.173,887,4560,idle,syn-flood
1083,5.1610000000000005,921,4760,idle,syn-flood
918,5.1610000000000005,860,4680,idle,syn-flood
532,5.197,553,2980,idle,syn-flood
1010,5.1610000000000005,1058,5480,idle,syn-flood
938,5.157,997,5140,idle,syn-flood
963,5.165,914,4940,idle,syn-flood
1077,5.1610000000000005,985,4400,idle,syn-flood
601,5.181,761,3960,idle,syn-flood
1055,5.1610000000000005,974,4880,idle,syn-flood
1057,5.1530000000000005,1015,5480,idle,syn-flood
944,5.1610000000000005,932,4820,idle,syn-flood
928,5.1610000000000005,983,4840,idle,syn-flood
1016,5.1530000000000005,1056,5340,idle,syn-flood
660,5.1850000000000005,661,3400,idle,syn-flood
1059,5.157,1001,4940,idle,syn-flood
1011,5.157,1003,5220,idle,syn-flood
1071,5.157,959,5040,idle,syn-flood
912,5.157,940,5040,idle,syn-flood
1035,5.1610000000000005,953,5660,idle,syn-flood
971,5.1610000000000005,1011,4880,idle,syn-flood
926,5.1610000000000005,876,5040,idle,syn-flood
1021,5.157,961,5500,idle,syn-flood
509,5.189,515,2660,idle,syn-flood
971,5.165,1032,4940,idle,syn-flood
1009,5.1610000000000005,1062,4880,idle,syn-flood
958,5.157,928,5280,idle,syn-flood
1001,5.1610000000000005,1028,4760,idle,syn-flood
687,5.1770000000000005,752,3700,idle,syn-flood
916,5.1610000000000005,902,4880,idle,syn-flood
607,5.1850000000000005,787,3960,idle,syn-flood
1052,5.157,1053,5400,idle,syn-flood
1061,5.1610000000000005,934,4880,idle,syn-flood
1047,5.157,1049,5500,idle,syn-flood
1069,5.1610000000000005,1097,5140,idle,syn-flood
970,5.1610000000000005,993,5080,idle,syn-flood
1006,5.1610000000000005,973,5240,idle,syn-flood
939,5.1610000000000005,993,4880,idle,syn-flood
933,5.165,900,4620,idle,syn-flood
1012,5.1610000000000005,1020,5220,idle,syn-flood
992,5.1610000000000005,921,4940,idle,syn-flood
1007,5.157,1027,5840,idle,syn-flood
943,5.1610000000000005,963,5120,idle,syn-flood
1017,5.1530000000000005,1095,5280,idle,syn-flood
712,5.1850000000000005,589,3800,idle,syn-flood
1027,5.157,905,5080,idle,syn-flood
947,5.165,936,4920,idle,syn-flood
971,5.165,925,5040,idle,syn-flood
931,5.1610000000000005,936,5440,idle,syn-flood
913,5.1610000000000005,1046,5240,idle,syn-flood
907,5.165,902,4660,idle,syn-flood
1035,5.165,945,4660,idle,syn-flood
949,5.165,1081,5080,idle,syn-flood
1021,5.165,962,4940,idle,syn-flood
899,5.165,995,4840,idle,syn-flood
641,5.1850000000000005,856,4480,idle,syn-flood
992,5.165,943,5180,idle,syn-flood
654,5.1770000000000005,792,4980,idle,syn-flood
953,5.1610000000000005,971,4360,idle,syn-flood
1022,5.1610000000000005,1013,5400,idle,syn-flood
1021,5.1610000000000005,917,4820,idle,syn-flood
1023,5.157,1079,5760,idle,syn-flood
1029,5.1610000000000005,936,4980,idle,syn-flood
504,5.1930000000000005,647,3340,idle,syn-flood
935,5.1610000000000005,957,5300,idle,syn-flood
968,5.1610000000000005,987,5040,idle,syn-flood
998,5.1610000000000005,907,5300,idle,syn-flood
911,5.1610000000000005,948,4840,idle,syn-flood
953,5.1610000000000005,912,4680,idle,syn-flood
1003,5.1610000000000005,965,5300,idle,syn-flood
904,5.1690000000000005,893,4880,idle,syn-flood
1050,5.157,928,4780,idle,syn-flood
968,5.1610000000000005,950,4840,idle,syn-flood
999,5.157,1028,4980,idle,syn-flood
967,5.1610000000000005,954,4980,idle,syn-flood
963,5.1610000000000005,1093,5640,idle,syn-flood
482,5.197,496,2560,idle,syn-flood
1050,5.165,930,5380,idle,syn-flood
1093,5.1610000000000005,1044,5020,idle,syn-flood
868,5.157,1086,5140,idle,syn-flood
909,5.1610000000000005,1033,5340,idle,syn-flood
590,5.185,523,2620,idle,syn-stealth
463,5.197,463,2400,idle,syn-stealth
461,5.197,466,2420,idle,syn-stealth
475,5.197,473,2460,idle,syn-stealth
463,5.197,466,2420,idle,syn-stealth
494,5.197,462,2400,idle,syn-stealth
470,5.197,470,2420,idle,syn-stealth
468,5.201,466,2420,idle,syn-stealth
463,5.197,464,2520,idle,syn-stealth
658,5.185,615,3340,idle,syn-stealth
462,5.201,463,2420,idle,syn-stealth
465,5.197,483,2420,idle,syn-stealth
465,5.197,468,2420,idle,syn-stealth
462,5.201,464,2420,idle,syn-stealth
474,5.197,471,2460,idle,syn-stealth
543,5.193,515,2760,idle,syn-stealth
468,5.201,513,2580,idle,syn-stealth
467,5.197,469,2460,idle,syn-stealth
471,5.201,468,2500,idle,syn-stealth
466,5.197,473,2460,idle,syn-stealth
490,5.197,464,2420,idle,syn-stealth
463,5.197,466,2420,idle,syn-stealth
468,5.197,473,2460,idle,syn-stealth
464,5.197,472,2500,idle,syn-stealth
540,5.201,466,2560,idle,syn-stealth
464,5.197,469,2420,idle,syn-stealth
529,5.197,472,2420,idle,syn-stealth
464,5.201,463,2400,idle,syn-stealth
466,5.197,498,2580,idle,syn-stealth
465,5.197,495,2620,idle,syn-stealth
463,5.197,491,2400,idle,syn-stealth
465,5.201,488,2420,idle,syn-stealth
488,5.197,467,2420,idle,syn-stealth
583,5.185,760,2580,idle,syn-stealth
466,5.197,493,2420,idle,syn-stealth
467,5.193,465,2420,idle,syn-stealth
462,5.197,681,2460,idle,syn-stealth
462,5.201,464,2420,idle,syn-stealth
469,5.197,468,2560,idle,syn-stealth
465,5.197,491,2420,idle,syn-stealth
463,5.201,466,2560,idle,syn-stealth
468,5.201,467,2400,idle,syn-stealth
493,5.201,463,2400,idle,syn-stealth
494,5.197,473,2420,idle,syn-stealth
469,5.197,496,2460,idle,syn-stealth
499,5.197,468,2460,idle,syn-stealth
471,5.201,472,2460,idle,syn-stealth
468,5.197,467,2420,idle,syn-stealth
545,5.189,477,2580,idle,syn-stealth
462,5.201,462,2400,idle,syn-stealth
482,5.197,477,2520,idle,syn-stealth
466,5.197,464,2420,idle,syn-stealth
467,5.201,466,2400,idle,syn-stealth
468,5.197,497,2580,idle,syn-stealth
504,5.189,565,3120,idle,syn-stealth
623,5.185,632,3220,idle,syn-stealth
470,5.197,468,2460,idle,syn-stealth
480,5.197,481,2460,idle,syn-stealth
465,5.201,506,2420,idle,syn-stealth
464,5.197,491,2420,idle,syn-stealth
466,5.197,470,2460,idle,syn-stealth
464,5.201,463,2420,idle,syn-stealth
561,5.189,568,3140,idle,syn-stealth
464,5.197,465,2420,idle,syn-stealth
464,5.197,462,2460,idle,syn-stealth
464,5.197,463,2400,idle,syn-stealth
464,5.201,466,2400,idle,syn-stealth
702,5.189,587,3040,idle,syn-stealth
561,5.193,554,2860,idle,syn-stealth
